"title","speaker","lines"
"Wait For It","BURR","Life doesn't discriminate"
"Wait For It","BURR","Between the sinners and the saints"
"Wait For It","BURR","It takes and it takes and it takes"
"Wait For It","COMPANY","And we keep living anyway"
"Wait For It","COMPANY","We rise and we fall and we break"
"Wait For It","COMPANY","And we make our mistakes"
"Wait For It","BURR","And if there's a reason I'm still alive"
"Wait For It","BURR","When so many have died"
"Wait For It","BURR","Then I'm willin' to-"
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait for it..."
"Wait For It","BURR","Wait..."
"Stay Alive","ELIZA","Stay alive..."
"Stay Alive","ANGELICA/ELIZA & ENSEMBLE WOMEN","Stay alive..."
"Stay Alive","HAMILTON","I have never seen the General so despondent"
"Stay Alive","HAMILTON","I have taken over writing all his correspondence"
"Stay Alive","HAMILTON","Congress writes,"
"Stay Alive","HAMILTON","""George, attack the British forces."""
"Stay Alive","HAMILTON","I shoot back, we have resorted to eating our horses"
"Stay Alive","HAMILTON","Local merchants deny us equipment, assistance"
"Stay Alive","HAMILTON","They only take British money, so sing a song of sixpence"
"Stay Alive","WASHINGTON","The cavalry's not coming"
"Stay Alive","HAMILTON","But, sir!"
"Stay Alive","WASHINGTON","Alex, listen. There's only one way for us to win this"
"Stay Alive","WASHINGTON","Provoke outrage, outright"
"Stay Alive","HAMILTON","That's right"
"Stay Alive","WASHINGTON","Don't engage, strike by night"
"Stay Alive","WASHINGTON","Remain relentless 'til their troops take flight"
"Stay Alive","HAMILTON","Make it impossible to justify the cost of the fight"
"Stay Alive","WASHINGTON","Outrun"
"Stay Alive","HAMILTON","Outrun"
"Stay Alive","WASHINGTON","Outlast"
"Stay Alive","HAMILTON","Outlast"
"Stay Alive","WASHINGTON","Hit 'em quick, get out fast"
"Stay Alive","HAMILTON","Chick-a-plao!"
"Stay Alive","WASHINGTON","Stay alive 'til this horror show is past"
"Stay Alive","WASHINGTON","We're gonna fly a lot of flags half-mast"
"Stay Alive","HAMILTON/LAFAYETTE/LAURENS","Raise a glass!"
"Stay Alive","MULLIGAN","I go back to New York and my apprenticeship"
"Stay Alive","LAFAYETTE","I ask for French aid, I pray that France has sent a ship"
"Stay Alive","LAURENS","I stay at work with Hamilton"
"Stay Alive","LAURENS","We write essays against slavery"
"Stay Alive","LAURENS","And every day's a test of our camaraderie"
"Stay Alive","LAURENS","And bravery"
"Stay Alive","HAMILTON","We cut supply lines, we steal contraband"
"Stay Alive","HAMILTON","We pick and choose our battles and places to take a stand"
"Stay Alive","HAMILTON","And ev'ry day"
"Stay Alive","HAMILTON","""Sir, entrust me with a command,"""
"Stay Alive","HAMILTON","And ev'ry day"
"Stay Alive","WASHINGTON","No"
"Stay Alive","HAMILTON","He dismisses me out of hand"
"Stay Alive","ANGELICA/ELIZA","Stay alive..."
"Stay Alive","HAMILTON","Instead of me, he promotes Charles Lee "
"Stay Alive","LEE","Charles Lee"
"Stay Alive","HAMILTON","Makes him second-in-command:"
"Stay Alive","LEE","I'm a General. Whee!!!!"
"Stay Alive","HAMILTON","Yeah. He's not the choice I would have gone with"
"Stay Alive","HAMILTON/LAFAYETTE/LAURENS","He shits the bed at the Battle of Monmouth"
"Stay Alive","WASHINGTON","Ev'ryone attack!"
"Stay Alive","LEE","Retreat!"
"Stay Alive","WASHINGTON","Attack!"
"Stay Alive","LEE","Retreat!"
"Stay Alive","WASHINGTON","What are you doing, Lee? Get back on your feet!"
"Stay Alive","LEE","But there's so many of them!"
"Stay Alive","WASHINGTON","I'm sorry, is this not your speed?!"
"Stay Alive","WASHINGTON","Hamilton!"
"Stay Alive","HAMILTON","Ready, sir!"
"Stay Alive","WASHINGTON","Have Lafayette take the lead!"
"Stay Alive","HAMILTON","Yes, sir!"
"Stay Alive","LAURENS","A thousand soldiers die in a hundred degree heat"
"Stay Alive","LAFAYETTE","As we snatch a stalemate from the jaws of defeat"
"Stay Alive","HAMILTON","Charles Lee was left behind"
"Stay Alive","HAMILTON","Without a pot to piss in"
"Stay Alive","HAMILTON","He started sayin' this to anybody who would listen:"
"Stay Alive","LEE","Washington cannot be left alone to his devices"
"Stay Alive","LEE","Indecisive, from crisis to crisis"
"Stay Alive","LEE","The best thing he can do for the revolution"
"Stay Alive","LEE","Is turn n' go back to plantin' tobacco in Mount Vernon"
"Stay Alive","COMPANY","Oo!!"
"Stay Alive","WASHINGTON","Don't do a thing. History will prove him wrong"
"Stay Alive","HAMILTON","But, sir!"
"Stay Alive","WASHINGTON","We have a war to fight, let's move along"
"Stay Alive","LAURENS","Strong words from Lee, someone oughta hold him to it"
"Stay Alive","HAMILTON","I can't disobey direct orders"
"Stay Alive","LAURENS","Then I'll do it"
"Stay Alive","LAURENS","Alexander, you're the closest friend I've got"
"Stay Alive","HAMILTON","Laurens, do not throw away your shot"
"Ten Duel Commandments","MEN","One, two, three, four"
"Ten Duel Commandments","FULL COMPANY","Five, six, seven, eight, nine..."
"Ten Duel Commandments","BURR/HAMILTON/LAURENS/LEE","It's the Ten Duel Commandments"
"Ten Duel Commandments","FULL COMPANY","It's the Ten Duel Commandments"
"Ten Duel Commandments","FULL COMPANY","Number one!"
"Ten Duel Commandments","LAURENS","The challenge: demand satisfaction"
"Ten Duel Commandments","LAURENS","If they apologize, no need for further action"
"Ten Duel Commandments","COMPANY","Number two!"
"Ten Duel Commandments","LAURENS","If they don't, grab a friend, that's your second"
"Ten Duel Commandments","HAMILTON","Your lieutenant when there's reckoning to be reckoned"
"Ten Duel Commandments","COMPANY","Number three!"
"Ten Duel Commandments","LEE","Have your seconds meet face to face"
"Ten Duel Commandments","BURR","Negotiate a peace..."
"Ten Duel Commandments","HAMILTON","Or negotiate a time and place"
"Ten Duel Commandments","BURR","This is commonplace, 'specially 'tween recruits"
"Ten Duel Commandments","COMPANY","Most disputes die, and no one shoots"
"Ten Duel Commandments","COMPANY","Number four!"
"Ten Duel Commandments","LAURENS","If they don't reach a peace, that's alright"
"Ten Duel Commandments","LAURENS","Time to get some pistols and a doctor on site"
"Ten Duel Commandments","HAMILTON","You pay him in advance, you treat him with civility"
"Ten Duel Commandments","BURR","You have him turn around so he can have deniability"
"Ten Duel Commandments","COMPANY","Five!"
"Ten Duel Commandments","LEE","Duel before the sun is in the sky"
"Ten Duel Commandments","COMPANY","Pick a place to die where it's high and dry"
"Ten Duel Commandments","COMPANY","Number six!"
"Ten Duel Commandments","HAMILTON","Leave a note for your next of kin"
"Ten Duel Commandments","HAMILTON","Tell 'em where you been. Pray that hell or heaven lets you in"
"Ten Duel Commandments","COMPANY","Seven!"
"Ten Duel Commandments","LEE","Confess your sins. Ready for the moment"
"Ten Duel Commandments","LEE","Of adrenaline when you finally face your opponent"
"Ten Duel Commandments","COMPANY","Number eight!"
"Ten Duel Commandments","BURR/HAMILTON/LAURENS/LEE","Your last chance to negotiate"
"Ten Duel Commandments","BURR/HAMILTON/LAURENS/LEE","Send in your seconds, see if they can set the record straight..."
"Ten Duel Commandments","BURR","Alexander"
"Ten Duel Commandments","HAMILTON","Aaron Burr, sir"
"Ten Duel Commandments","BURR","Can we agree that duels are dumb and immature?"
"Ten Duel Commandments","HAMILTON","Sure"
"Ten Duel Commandments","HAMILTON","But your man has to answer for his words, Burr"
"Ten Duel Commandments","BURR","With his life? We both know that's absurd, sir"
"Ten Duel Commandments","HAMILTON","Hang on, how many men died because Lee was inexperienced and ruinous?"
"Ten Duel Commandments","BURR","Okay, so we're doin' this"
"Ten Duel Commandments","COMPANY","Number nine!"
"Ten Duel Commandments","HAMILTON","Look 'em in the eye, aim no higher"
"Ten Duel Commandments","HAMILTON","Summon all the courage you require"
"Ten Duel Commandments","HAMILTON","Then count"
"Ten Duel Commandments","MEN","One two three four"
"Ten Duel Commandments","FULL COMPANY","Five six seven eight nine"
"Ten Duel Commandments","BURR/HAMILTON","Number"
"Ten Duel Commandments","COMPANY","Ten paces!"
"Ten Duel Commandments","BURR/HAMILTON","Fire!"
"Meet Me Inside","HAMILTON","Lee, do you yield?"
"Meet Me Inside","BURR","You shot him in the side!"
"Meet Me Inside","BURR","Yes, he yields!"
"Meet Me Inside","LAURENS","I'm satisfied"
"Meet Me Inside","BURR","Yo, we gotta clear the field!"
"Meet Me Inside","HAMILTON","Go! We won"
"Meet Me Inside","COMPANY","Here comes the General!"
"Meet Me Inside","BURR","This should be fun"
"Meet Me Inside","WASHINGTON","What is the meaning of this? Mr. Burr, get a medic for the General"
"Meet Me Inside","BURR","Yes, sir"
"Meet Me Inside","WASHINGTON","Lee, you will never agree with me"
"Meet Me Inside","WASHINGTON","But believe me, these young men don't speak for me"
"Meet Me Inside","WASHINGTON","Thank you for your service"
"Meet Me Inside","BURR","Let's ride!"
"Meet Me Inside","WASHINGTON","Hamilton!"
"Meet Me Inside","HAMILTON","Sir!"
"Meet Me Inside","WASHINGTON","Meet me inside"
"Meet Me Inside","COMPANY","Meet him inside! Meet him inside!"
"Meet Me Inside","COMPANY","Meet him inside, meet him, meet him inside!"
"Meet Me Inside","WASHINGTON","Son-"
"Meet Me Inside","HAMILTON","Don't call me son"
"Meet Me Inside","WASHINGTON","This war is hard enough"
"Meet Me Inside","WASHINGTON","Without infighting-"
"Meet Me Inside","HAMILTON","Lee called you out. We called his bluff"
"Meet Me Inside","WASHINGTON","You solve nothing, you aggravate our allies to the south"
"Meet Me Inside","HAMILTON","You're absolutely right, John should have shot him in the mouth"
"Meet Me Inside","HAMILTON","That would've shut him up"
"Meet Me Inside","WASHINGTON","Son-"
"Meet Me Inside","HAMILTON","I'm notcha son-"
"Meet Me Inside","WASHINGTON","Watch your tone"
"Meet Me Inside","WASHINGTON","I am not a maiden in need of defending, I am grown"
"Meet Me Inside","HAMILTON","Charles Lee, Thomas Conway"
"Meet Me Inside","HAMILTON","These men take your name and they rake it"
"Meet Me Inside","HAMILTON","Through the mud"
"Meet Me Inside","WASHINGTON","My name's been through a lot, I can take it"
"Meet Me Inside","HAMILTON","Well, I don't have your name. I don't have your titles"
"Meet Me Inside","HAMILTON","I don't have your land"
"Meet Me Inside","HAMILTON","But, if you-"
"Meet Me Inside","WASHINGTON","No-"
"Meet Me Inside","HAMILTON","If you gave me command of a battalion, a group of men to lead, I could fly above my station after the war"
"Meet Me Inside","WASHINGTON","Or you could die and we need you alive"
"Meet Me Inside","HAMILTON","I'm more than willing to die-"
"Meet Me Inside","WASHINGTON","Your wife needs you alive, son, I need you alive-"
"Meet Me Inside","HAMILTON","Call me son one more time-"
"Meet Me Inside","WASHINGTON","Go home, Alexander"
"Meet Me Inside","WASHINGTON","That's an order from your commander"
"Meet Me Inside","HAMILTON","Sir-"
"Meet Me Inside","WASHINGTON","Go home"
"That Would Be Enough","ELIZA","Look around, look around at how lucky we are"
"That Would Be Enough","ELIZA","To be alive right now"
"That Would Be Enough","ELIZA","Look around, look around..."
"That Would Be Enough","HAMILTON","How long have you known?"
"That Would Be Enough","ELIZA","A month or so"
"That Would Be Enough","HAMILTON","Eliza, you should have told me"
"That Would Be Enough","ELIZA","I wrote to the General a month ago"
"That Would Be Enough","HAMILTON","No"
"That Would Be Enough","ELIZA","I begged him to send you home"
"That Would Be Enough","HAMILTON","You should have told me"
"That Would Be Enough","ELIZA","I'm not sorry"
"That Would Be Enough","ELIZA","I knew you'd fight"
"That Would Be Enough","ELIZA","Until the war was won"
"That Would Be Enough","HAMILTON","The war's not done"
"That Would Be Enough","ELIZA","But you deserve a chance to meet your son"
"That Would Be Enough","ELIZA","Look around, look around at how lucky we are"
"That Would Be Enough","ELIZA","To be alive right now"
"That Would Be Enough","HAMILTON","Will you relish being a poor man's wife"
"That Would Be Enough","HAMILTON","Unable to provide for your life?"
"That Would Be Enough","ELIZA","I relish being your wife"
"That Would Be Enough","ELIZA","Look around, look around..."
"That Would Be Enough","ELIZA","Look at where you are"
"That Would Be Enough","ELIZA","Look at where you started"
"That Would Be Enough","ELIZA","The fact that you're alive is a miracle"
"That Would Be Enough","ELIZA","Just stay alive, that would be enough"
"That Would Be Enough","ELIZA","And if this child"
"That Would Be Enough","ELIZA","Shares a fraction of your smile"
"That Would Be Enough","ELIZA","Or a fragment of your mind, look out world!"
"That Would Be Enough","ELIZA","That would be enough"
"That Would Be Enough","ELIZA","I don't pretend to know"
"That Would Be Enough","ELIZA","The challenges you're facing"
"That Would Be Enough","ELIZA","The worlds you keep erasing and creating in your mind"
"That Would Be Enough","ELIZA","But I'm not afraid"
"That Would Be Enough","ELIZA","I know who I married"
"That Would Be Enough","ELIZA","So long as you come home at the end of the day"
"That Would Be Enough","ELIZA","That would be enough"
"That Would Be Enough","ELIZA","We don't need a legacy"
"That Would Be Enough","ELIZA","We don't need money"
"That Would Be Enough","ELIZA","If I could grant you peace of mind"
"That Would Be Enough","ELIZA","If you could let me inside your heart..."
"That Would Be Enough","ELIZA","Oh, let me be a part of the narrative"
"That Would Be Enough","ELIZA","In the story they will write someday"
"That Would Be Enough","ELIZA","Let this moment be the first chapter:"
"That Would Be Enough","ELIZA","Where you decide to stay"
"That Would Be Enough","ELIZA","And I could be enough"
"That Would Be Enough","ELIZA","And we could be enough"
"That Would Be Enough","ELIZA","That would be enough"
"Guns and Ships","BURR","How does a ragtag volunteer army in need of a shower"
"Guns and Ships","BURR","Somehow defeat a global superpower?"
"Guns and Ships","BURR","How do we emerge victorious from the quagmire?"
"Guns and Ships","BURR","Leave the battlefield waving Betsy Ross' flag higher?"
"Guns and Ships","BURR","Yo. Turns out we have a secret weapon!"
"Guns and Ships","BURR","An immigrant you know and love who's unafraid to step in!"
"Guns and Ships","BURR","He's constantly confusin', confoundin' the British henchmen"
"Guns and Ships","BURR","Ev'ryone give it up for America's favorite fighting Frenchman!"
"Guns and Ships","COMPANY","Lafayette!"
"Guns and Ships","LAFAYETTE","I'm takin this horse by the reins makin'"
"Guns and Ships","LAFAYETTE","Redcoats redder with bloodstains"
"Guns and Ships","COMPANY","Lafayette!"
"Guns and Ships","LAFAYETTE","And I'm never gonna stop until I make 'em"
"Guns and Ships","LAFAYETTE","Drop and burn 'em up and scatter their remains, I'm"
"Guns and Ships","COMPANY","Lafayette!"
"Guns and Ships","LAFAYETTE","Watch me engagin' em! Escapin' em!"
"Guns and Ships","LAFAYETTE","Enragin' em! I'm-"
"Guns and Ships","COMPANY","Lafayette!"
"Guns and Ships","LAFAYETTE","I go to France for more funds"
"Guns and Ships","COMPANY","Lafayette!"
"Guns and Ships","LAFAYETTE","I come back with more"
"Guns and Ships","LAFAYETTE & ENSEMBLE","Guns"
"Guns and Ships","LAFAYETTE & ENSEMBLE","And ships"
"Guns and Ships","LAFAYETTE & ENSEMBLE","And so the balance shifts"
"Guns and Ships","WASHINGTON","We rendezvous with Rochambeau, consolidate their gifts"
"Guns and Ships","LAFAYETTE","We can end this war at Yorktown, cut them off at sea, but"
"Guns and Ships","LAFAYETTE","For this to succeed, there is someone else we need:"
"Guns and Ships","WASHINGTON","I know"
